"Recency","frequency","monetary","recency_score","frequency_score","monetary_score","rfm_segment"
132,1,156.58,1,1,2,"112"
55,3,383.68,3,1,3,"313"
249,1,594.0,1,1,4,"114"
2,7,3236.91,5,2,5,"525"
10,2,1418.26,5,1,5,"515"
265,1,113.5,1,1,2,"112"
331,1,155.17,1,1,2,"112"
313,1,494.64,1,1,3,"113"
27,3,974.52,4,1,4,"414"
31,1,429.84,4,1,3,"413"
30,3,538.73,4,1,4,"414"
2,7,1388.37,5,2,5,"525"
363,1,179.1,1,1,2,"112"
284,3,447.22,1,1,3,"113"
263,1,237.07,1,1,2,"112"
26,1,161.64,4,1,2,"412"
355,1,216.76,1,1,2,"112"
95,3,234.6,1,1,2,"112"
30,1,126.14,4,1,2,"412"
339,1,1048.85,1,1,5,"115"
20,18,7354.62,5,4,5,"545"
86,1,334.53,1,1,3,"113"
10,3,524.88,5,1,4,"514"
52,2,467.51,3,1,3,"313"
51,2,538.55,3,1,4,"314"
3,1,469.48,5,1,3,"513"
114,1,371.56,1,1,3,"113"
15,7,1771.2,5,2,5,"525"
78,1,454.11,2,1,3,"213"
41,2,1441.42,3,1,5,"315"
117,1,905.5,1,1,4,"114"
16,12,11054.96,5,3,5,"535"
162,4,233.81,1,1,2,"112"
2,4,3594.31,5,1,5,"515"
31,3,2575.0,4,1,5,"415"
93,1,91.32,1,1,1,"111"
23,3,1134.28,4,1,5,"415"
96,6,3100.09,1,2,5,"125"
29,2,659.46,4,1,4,"414"
33,5,2001.8,4,2,5,"425"
22,2,1299.23,4,1,5,"415"
18,2,1262.2,5,1,5,"515"
3,27,13316.4,5,5,5,"555"
9,4,1131.56,5,1,5,"515"
16,12,10384.93,5,3,5,"535"
363,1,147.09,1,1,2,"112"
82,1,52.83,1,1,1,"111"
53,5,3610.96,3,2,5,"325"
23,3,979.26,4,1,4,"414"
172,1,492.36,1,1,3,"113"
190,6,1000.27,1,2,5,"125"
331,1,250.0,1,1,3,"113"
12,5,909.23,5,2,4,"524"
156,2,121.0,1,1,2,"112"
34,19,14758.22,4,4,5,"445"
13,11,4139.46,5,3,5,"535"
45,3,62.43,3,1,1,"311"
234,1,267.03,1,1,3,"113"
65,8,1942.45,2,2,5,"225"
2,1,343.5,5,1,3,"513"
41,8,3000.2,3,2,5,"325"
33,2,398.84,4,1,3,"413"
85,1,412.01,1,1,3,"113"
25,1,440.0,4,1,3,"413"
3,3,825.92,5,1,4,"514"
34,2,148.44,4,1,2,"412"
19,8,2429.78,5,2,5,"525"
255,1,229.33,1,1,2,"112"
23,11,3995.23,4,3,5,"435"
22,4,1502.35,4,1,5,"415"
9,2,2007.44,5,1,5,"515"
26,4,1580.93,4,1,5,"415"
20,3,807.57,5,1,4,"514"
174,4,536.4,1,1,4,"114"
164,1,110.92,1,1,2,"112"
8,1,538.46,5,1,4,"514"
12,1,213.3,5,1,2,"512"
115,1,85.13,1,1,1,"111"
289,1,127.86,1,1,2,"112"
10,9,3546.71,5,2,5,"525"
55,2,292.72,3,1,3,"313"
8,14,4954.84,5,3,5,"535"
78,3,1693.26,2,1,5,"215"
5,4,575.63,5,1,4,"514"
37,1,436.06,4,1,3,"413"
218,1,90.12,1,1,1,"111"
61,1,437.23,2,1,3,"213"
278,1,217.2,1,1,2,"112"
13,16,4805.17,5,4,5,"545"
25,1,279.77,4,1,3,"413"
29,1,473.65,4,1,3,"413"
12,4,800.59,5,1,4,"514"
352,1,134.55,1,1,2,"112"
23,4,1400.44,4,1,5,"415"
51,2,173.16,3,1,2,"312"
19,1,186.01,5,1,2,"512"
3,3,758.29,5,1,4,"514"
104,5,1375.71,1,2,5,"125"
8,12,4165.52,5,3,5,"535"
12,4,650.43,5,1,4,"514"
5,7,2552.86,5,2,5,"525"
32,2,607.45,4,1,4,"414"
178,4,702.25,1,1,4,"114"
38,1,940.67,4,1,4,"414"
152,3,258.88,1,1,3,"113"
163,1,127.1,1,1,2,"112"
69,2,348.6,2,1,3,"213"
121,13,3679.97,1,3,5,"135"
25,3,682.91,4,1,4,"414"
24,4,725.11,4,1,4,"414"
177,1,455.3,1,1,3,"113"
51,4,913.68,3,1,4,"314"
256,3,478.53,1,1,3,"113"
47,1,388.58,3,1,3,"313"
71,1,199.8,2,1,2,"212"
16,5,1771.78,5,2,5,"525"
101,5,1406.59,1,2,5,"125"
36,1,324.57,4,1,3,"413"
54,1,240.68,3,1,2,"312"
27,2,761.74,4,1,4,"414"
12,14,6776.56,5,3,5,"535"
9,9,1297.87,5,2,5,"525"
79,1,48.48,2,1,1,"211"
53,1,216.39,3,1,2,"312"
37,5,1198.23,4,2,5,"425"
62,9,2920.16,2,2,5,"225"
337,1,104.76,1,1,2,"112"
29,4,1093.68,4,1,5,"415"
185,1,298.48,1,1,3,"113"
52,1,112.46,3,1,2,"312"
10,13,1591.45,5,3,5,"535"
37,2,195.15,4,1,2,"412"
11,23,10399.74,5,5,5,"555"
33,4,776.85,4,1,4,"414"
11,1,336.4,5,1,3,"513"
57,3,1553.18,3,1,5,"315"
5,4,1293.03,5,1,5,"515"
44,9,3709.56,3,2,5,"325"
142,1,301.03,1,1,3,"113"
117,4,588.13,1,1,4,"114"
104,4,1534.26,1,1,5,"115"
75,2,675.8,2,1,4,"214"
5,9,2870.24,5,2,5,"525"
46,2,1186.35,3,1,5,"315"
16,8,3285.31,5,2,5,"525"
18,1,243.55,5,1,2,"512"
90,2,724.76,1,1,4,"114"
53,1,223.36,3,1,2,"312"
135,1,425.32,1,1,3,"113"
5,15,12515.66,5,4,5,"545"
106,4,1887.2,1,1,5,"115"
192,3,664.0,1,1,4,"114"
167,4,813.0,1,1,4,"114"
19,1,612.01,5,1,4,"514"
158,3,447.64,1,1,3,"113"
205,2,657.35,1,1,4,"114"
337,2,816.0,1,1,4,"114"
37,3,646.3,4,1,4,"414"
92,1,337.74,1,1,3,"113"
93,2,877.44,1,1,4,"114"
10,2,922.53,5,1,4,"514"
244,1,560.67,1,1,4,"114"
46,4,748.5,3,1,4,"314"
23,1,30.0,4,1,1,"411"
191,5,1024.1,1,2,5,"125"
44,1,306.45,3,1,3,"313"
26,9,1600.86,4,2,5,"425"
318,2,309.8,1,1,3,"113"
107,1,138.14,1,1,2,"112"
51,1,386.43,3,1,3,"313"
169,2,2242.01,1,1,5,"115"
40,1,301.32,4,1,3,"413"
218,1,76.32,1,1,1,"111"
41,4,684.34,3,1,4,"314"
297,1,173.05,1,1,2,"112"
19,7,2657.13,5,2,5,"525"
89,4,2881.02,1,1,5,"115"
74,5,2446.6,2,2,5,"225"
82,3,323.69,1,1,3,"113"
19,3,3435.76,5,1,5,"515"
50,1,657.23,3,1,4,"314"
53,1,352.7,3,1,3,"313"
25,4,781.28,4,1,4,"414"
10,3,1333.68,5,1,5,"515"
26,5,1426.16,4,2,5,"425"
118,1,193.75,1,1,2,"112"
9,9,2993.1,5,2,5,"525"
120,2,254.1,1,1,3,"113"
5,2,239.76,5,1,2,"512"
253,1,136.8,1,1,2,"112"
29,1,191.04,4,1,2,"412"
1,14,6479.4,5,3,5,"535"
267,2,409.98,1,1,3,"113"
34,8,2736.46,4,2,5,"425"
18,1,309.65,5,1,3,"513"
173,2,696.68,1,1,4,"114"
3,4,1542.14,5,1,5,"515"
265,1,211.5,1,1,2,"112"
141,4,2293.62,1,1,5,"115"
202,1,143.1,1,1,2,"112"
64,4,1060.56,2,1,5,"215"
36,4,945.58,4,1,4,"414"
41,7,3364.24,3,2,5,"325"
284,1,133.25,1,1,2,"112"
10,5,1072.36,5,2,5,"525"
144,2,356.7,1,1,3,"113"
12,2,330.88,5,1,3,"513"
146,4,1118.81,1,1,5,"115"
235,1,150.3,1,1,2,"112"
33,13,5045.61,4,3,5,"435"
25,1,598.73,4,1,4,"414"
12,1,507.08,5,1,4,"514"
36,5,2222.56,4,2,5,"425"
365,1,203.1,1,1,2,"112"
202,2,218.25,1,1,2,"112"
16,1,415.25,5,1,3,"513"
17,7,5178.96,5,2,5,"525"
213,1,85.0,1,1,1,"111"
66,3,1120.88,2,1,5,"215"
213,2,294.12,1,1,3,"113"
283,1,162.3,1,1,2,"112"
115,2,1339.45,1,1,5,"115"
15,8,1205.12,5,2,5,"525"
19,16,4812.42,5,4,5,"545"
67,1,449.12,2,1,3,"213"
50,1,154.88,3,1,2,"312"
17,4,784.46,5,1,4,"514"
78,1,34.8,2,1,1,"211"
20,4,1094.59,5,1,5,"515"
135,1,196.88,1,1,2,"112"
13,3,974.04,5,1,4,"514"
41,1,149.31,3,1,2,"312"
236,3,44534.3,1,1,5,"115"
3,8,2465.48,5,2,5,"525"
40,7,2637.38,4,2,5,"425"
305,1,79.2,1,1,1,"111"
52,3,458.57,3,1,3,"313"
11,6,2364.25,5,2,5,"525"
62,4,532.96,2,1,4,"214"
66,2,714.42,2,1,4,"214"
25,1,205.25,4,1,2,"412"
219,3,253.04,1,1,3,"113"
66,2,583.75,2,1,4,"214"
32,2,1086.92,4,1,5,"415"
89,6,3279.97,1,2,5,"125"
65,1,315.06,2,1,3,"213"
116,3,621.83,1,1,4,"114"
8,26,56252.72,5,5,5,"555"
6,1,635.68,5,1,4,"514"
69,1,270.8,2,1,3,"213"
246,1,104.9,1,1,2,"112"
134,1,241.62,1,1,2,"112"
242,4,1047.11,1,1,5,"115"
184,3,475.28,1,1,3,"113"
26,3,345.46,4,1,3,"413"
10,3,2614.74,5,1,5,"515"
11,1,246.3,5,1,2,"512"
33,5,2328.97,4,2,5,"425"
47,3,4932.2,3,1,5,"315"
27,3,948.05,4,1,4,"414"
359,1,351.3,1,1,3,"113"
11,1,220.85,5,1,2,"512"
44,2,1612.69,3,1,5,"315"
15,3,965.61,5,1,4,"514"
150,1,610.01,1,1,4,"114"
2,8,2711.56,5,2,5,"525"
114,4,2207.4,1,1,5,"115"
76,3,884.14,2,1,4,"214"
108,2,699.08,1,1,4,"114"
47,3,1063.95,3,1,5,"315"
143,1,451.42,1,1,3,"113"
52,1,415.82,3,1,3,"313"
1,13,4206.39,5,3,5,"535"
24,17,5528.48,4,4,5,"445"
47,3,784.58,3,1,4,"314"
51,3,903.9,3,1,4,"314"
307,4,3734.97,1,1,5,"115"
37,5,515.77,4,2,4,"424"
79,4,1391.98,2,1,5,"215"
23,6,2218.62,4,2,5,"425"
108,5,1801.14,1,2,5,"125"
208,2,1303.91,1,1,5,"115"
17,4,1945.33,5,1,5,"515"
64,5,2100.6,2,2,5,"225"
50,4,1905.45,3,1,5,"315"
320,1,206.98,1,1,2,"112"
45,2,570.96,3,1,4,"314"
4,2,885.47,5,1,4,"514"
373,1,15.0,1,1,1,"111"
173,1,532.94,1,1,4,"114"
57,3,1654.31,3,1,5,"315"
74,14,1836.09,2,3,5,"235"
100,2,636.14,1,1,4,"114"
38,1,576.0,4,1,4,"414"
59,3,801.76,3,1,4,"314"
255,1,836.79,1,1,4,"114"
71,4,2233.75,2,1,5,"215"
45,4,954.09,3,1,4,"314"
51,1,137.37,3,1,2,"312"
65,1,391.98,2,1,3,"213"
12,19,33643.08,5,4,5,"545"
34,3,1048.49,4,1,5,"415"
59,2,355.56,3,1,3,"313"
73,4,1224.06,2,1,5,"215"
304,1,118.95,1,1,2,"112"
47,1,130.74,3,1,2,"312"
18,8,3711.77,5,2,5,"525"
39,2,389.27,4,1,3,"413"
20,2,238.85,5,1,2,"512"
187,2,160.71,1,1,2,"112"
52,1,110.8,3,1,2,"312"
5,12,2974.65,5,3,5,"535"
137,5,712.24,1,2,4,"124"
5,27,16387.57,5,5,5,"555"
19,1,297.0,5,1,3,"513"
16,5,1438.85,5,2,5,"525"
41,8,977.21,3,2,4,"324"
13,8,3165.36,5,2,5,"525"
9,4,832.88,5,1,4,"514"
26,2,68.84,4,1,1,"411"
23,6,1936.32,4,2,5,"425"
41,3,895.13,3,1,4,"314"
102,1,230.53,1,1,2,"112"
6,15,3812.64,5,4,5,"545"
278,2,149.64,1,1,2,"112"
33,1,354.09,4,1,3,"413"
15,2,360.93,5,1,3,"513"
64,7,4405.88,2,2,5,"225"
2,2,493.28,5,1,3,"513"
370,1,343.28,1,1,3,"113"
313,5,501.39,1,2,4,"124"
199,4,516.36,1,1,4,"114"
3,2,396.48,5,1,3,"513"
93,3,379.35,1,1,3,"113"
61,1,181.09,2,1,2,"212"
81,1,168.31,1,1,2,"112"
157,2,446.87,1,1,3,"113"
227,1,524.52,1,1,4,"114"
254,2,263.55,1,1,3,"113"
150,1,179.17,1,1,2,"112"
195,2,222.05,1,1,2,"112"
2,5,1388.88,5,2,5,"525"
369,1,56.25,1,1,1,"111"
24,1,351.11,4,1,3,"413"
17,3,363.88,5,1,3,"513"
10,7,5126.76,5,2,5,"525"
9,1,164.68,5,1,2,"512"
20,7,1567.69,5,2,5,"525"
4,3,967.45,5,1,4,"514"
174,1,191.94,1,1,2,"112"
1,8,1232.18,5,2,5,"525"
179,2,264.62,1,1,3,"113"
17,8,1528.09,5,2,5,"525"
248,1,123.1,1,1,2,"112"
191,2,334.23,1,1,3,"113"
20,2,639.89,5,1,4,"514"
155,4,167.5,1,1,2,"112"
173,1,336.03,1,1,3,"113"
374,1,369.5,1,1,3,"113"
373,1,127.08,1,1,2,"112"
195,1,207.15,1,1,2,"112"
68,1,426.63,2,1,3,"213"
5,8,2495.87,5,2,5,"525"
22,3,1107.46,4,1,5,"415"
240,2,416.86,1,1,3,"113"
65,1,145.35,2,1,2,"212"
113,5,404.58,1,2,3,"123"
90,15,6115.01,1,4,5,"145"
312,1,35.8,1,1,1,"111"
134,1,337.44,1,1,3,"113"
277,1,325.1,1,1,3,"113"
366,1,181.0,1,1,2,"112"
83,1,1708.24,1,1,5,"115"
9,2,955.24,5,1,4,"514"
17,2,364.72,5,1,3,"513"
32,4,1765.51,4,1,5,"415"
9,2,708.22,5,1,4,"514"
34,4,806.57,4,1,4,"414"
16,8,1659.38,5,2,5,"525"
25,14,4416.26,4,3,5,"435"
32,1,428.89,4,1,3,"413"
75,1,104.35,2,1,2,"212"
20,2,470.76,5,1,3,"513"
18,4,845.64,5,1,4,"514"
24,2,418.83,4,1,3,"413"
3,3,666.1,5,1,4,"514"
304,1,314.1,1,1,3,"113"
18,12,4199.85,5,3,5,"535"
367,1,307.82,1,1,3,"113"
40,7,3442.15,4,2,5,"425"
85,1,371.01,1,1,3,"113"
166,2,430.94,1,1,3,"113"
18,2,1054.73,5,1,5,"515"
78,1,1098.78,2,1,5,"215"
89,3,2398.86,1,1,5,"115"
25,8,3408.48,4,2,5,"425"
23,4,1475.02,4,1,5,"415"
3,10,2837.67,5,3,5,"535"
124,2,1142.42,1,1,5,"115"
31,1,168.12,4,1,2,"412"
13,7,1451.28,5,2,5,"525"
20,1,158.03,5,1,2,"512"
45,2,792.11,3,1,4,"314"
4,1,41.99,5,1,1,"511"
9,7,2797.57,5,2,5,"525"
55,1,427.07,3,1,3,"313"
89,6,1060.68,1,2,5,"125"
37,5,3089.97,4,2,5,"425"
3,3,12393.7,5,1,5,"515"
30,5,2735.37,4,2,5,"425"
13,4,615.39,5,1,4,"514"
212,1,101.4,1,1,2,"112"
48,4,1701.94,3,1,5,"315"
24,3,478.78,4,1,3,"413"
23,4,992.71,4,1,4,"414"
246,3,407.5,1,1,3,"113"
9,16,3362.71,5,4,5,"545"
36,3,1415.29,4,1,5,"415"
4,47,37130.6,5,5,5,"555"
38,3,662.38,4,1,4,"414"
4,3,705.39,5,1,4,"514"
4,8,1508.76,5,2,5,"525"
48,1,211.88,3,1,2,"312"
40,2,408.9,4,1,3,"413"
47,9,3786.24,3,2,5,"325"
17,3,851.01,5,1,4,"514"
261,1,628.28,1,1,4,"114"
47,3,719.81,3,1,4,"314"
13,1,251.24,5,1,3,"513"
30,1,439.66,4,1,3,"413"
44,1,236.09,3,1,2,"312"
92,6,934.62,1,2,4,"124"
39,63,81024.84,4,5,5,"455"
310,1,331.24,1,1,3,"113"
93,2,548.94,1,1,4,"114"
6,20,8816.4,5,5,5,"555"
197,3,437.7,1,1,3,"113"
88,2,758.92,1,1,4,"114"
270,3,855.02,1,1,4,"114"
8,3,471.78,5,1,3,"513"
66,3,1313.55,2,1,5,"215"
31,3,3166.4,4,1,5,"415"
23,5,1197.27,4,2,5,"425"
38,4,773.99,4,1,4,"414"
120,4,1340.7,1,1,5,"115"
374,2,256.44,1,1,3,"113"
41,3,1111.79,3,1,5,"315"
174,1,137.9,1,1,2,"112"
55,1,362.06,3,1,3,"313"
33,2,1511.95,4,1,5,"415"
146,1,783.9,1,1,4,"114"
221,1,134.8,1,1,2,"112"
46,1,664.85,3,1,4,"314"
17,7,2263.12,5,2,5,"525"
66,6,1459.86,2,2,5,"225"
10,4,1153.62,5,1,5,"515"
261,1,335.32,1,1,3,"113"
366,1,372.09,1,1,3,"113"
17,5,1521.87,5,2,5,"525"
23,2,852.15,4,1,4,"414"
45,1,326.24,3,1,3,"313"
289,1,584.32,1,1,4,"114"
298,1,122.4,1,1,2,"112"
4,10,2234.73,5,3,5,"535"
284,1,79.2,1,1,1,"111"
17,3,1352.0,5,1,5,"515"
82,2,217.16,1,1,2,"112"
57,5,2806.9,3,2,5,"325"
101,2,1317.62,1,1,5,"115"
300,1,436.18,1,1,3,"113"
24,5,981.51,4,2,4,"424"
60,5,1121.39,3,2,5,"325"
155,2,315.06,1,1,3,"113"
115,3,817.86,1,1,4,"114"
107,1,17.0,1,1,1,"111"
12,4,1078.23,5,1,5,"515"
265,1,320.62,1,1,3,"113"
241,1,185.05,1,1,2,"112"
88,7,2005.63,1,2,5,"125"
51,3,731.9,3,1,4,"314"
71,1,1290.7,2,1,5,"215"
43,3,1842.14,3,1,5,"315"
8,6,1429.64,5,2,5,"525"
62,1,302.36,2,1,3,"213"
249,1,336.96,1,1,3,"113"
66,1,108.38,2,1,2,"212"
18,7,3204.16,5,2,5,"525"
85,1,842.5,1,1,4,"114"
219,2,611.88,1,1,4,"114"
46,3,1337.48,3,1,5,"315"
144,4,195.74,1,1,2,"112"
184,1,161.38,1,1,2,"112"
171,1,135.75,1,1,2,"112"
10,8,1667.97,5,2,5,"525"
212,1,612.78,1,1,4,"114"
190,1,232.21,1,1,2,"112"
9,2,423.36,5,1,3,"513"
60,4,1309.14,3,1,5,"315"
58,2,867.11,3,1,4,"314"
74,4,684.42,2,1,4,"214"
52,1,307.78,3,1,3,"313"
318,1,249.0,1,1,2,"112"
368,1,289.35,1,1,3,"113"
30,4,6287.77,4,1,5,"415"
40,1,656.25,4,1,4,"414"
18,5,1880.22,5,2,5,"525"
52,6,3506.54,3,2,5,"325"
4,33,14589.04,5,5,5,"555"
22,2,618.09,4,1,4,"414"
263,1,517.55,1,1,4,"114"
60,3,709.38,3,1,4,"314"
19,3,635.41,5,1,4,"514"
66,2,725.18,2,1,4,"214"
89,1,620.4,1,1,4,"114"
250,1,535.34,1,1,4,"114"
4,6,2424.94,5,2,5,"525"
247,1,175.2,1,1,2,"112"
9,11,3799.49,5,3,5,"535"
158,3,734.13,1,1,4,"114"
134,1,375.0,1,1,3,"113"
297,1,76.32,1,1,1,"111"
5,2,280.52,5,1,3,"513"
43,5,2053.02,3,2,5,"325"
269,1,1829.04,1,1,5,"115"
50,5,1824.23,3,2,5,"325"
9,9,3122.04,5,2,5,"525"
16,3,656.69,5,1,4,"514"
282,1,348.2,1,1,3,"113"
66,2,1025.44,2,1,5,"215"
2,19,5575.56,5,4,5,"545"
253,1,37.4,1,1,1,"111"
233,2,856.6,1,1,4,"114"
18,3,822.48,5,1,4,"514"
11,27,3787.6,5,5,5,"555"
9,4,1822.97,5,1,5,"515"
51,6,1885.05,3,2,5,"325"
60,1,73.2,3,1,1,"311"
96,5,1140.21,1,2,5,"125"
16,6,1418.32,5,2,5,"525"
127,3,1009.55,1,1,5,"115"
95,4,1037.59,1,1,5,"115"
51,1,331.95,3,1,3,"313"
139,1,197.9,1,1,2,"112"
61,1,215.83,2,1,2,"212"
101,8,10254.18,1,2,5,"125"
74,1,305.54,2,1,3,"213"
73,4,6617.65,2,1,5,"215"
68,1,338.71,2,1,3,"213"
65,6,1158.79,2,2,5,"225"
17,2,529.41,5,1,4,"514"
23,12,4006.94,4,3,5,"435"
32,15,6911.44,4,4,5,"445"
45,4,981.86,3,1,4,"314"
16,2,215.48,5,1,2,"512"
41,1,215.08,3,1,2,"312"
3,13,5180.52,5,3,5,"535"
237,1,314.45,1,1,3,"113"
76,1,400.68,2,1,3,"213"
5,2,1080.62,5,1,5,"515"
4,4,1863.47,5,1,5,"515"
361,1,365.27,1,1,3,"113"
59,4,592.9,3,1,4,"314"
24,1,405.71,4,1,3,"413"
31,4,761.38,4,1,4,"414"
55,4,537.06,3,1,4,"314"
26,1,394.38,4,1,3,"413"
45,2,664.26,3,1,4,"314"
89,5,2262.62,1,2,5,"125"
2,18,21086.3,5,4,5,"545"
89,1,547.02,1,1,4,"114"
20,2,690.34,5,1,4,"514"
79,1,159.0,2,1,2,"212"
171,3,1062.75,1,1,5,"115"
81,1,242.35,1,1,2,"112"
268,1,914.93,1,1,4,"114"
236,2,304.25,1,1,3,"113"
30,7,3084.68,4,2,5,"425"
37,3,864.86,4,1,4,"414"
319,1,846.72,1,1,4,"114"
58,4,1295.3,3,1,5,"315"
45,5,1096.32,3,2,5,"325"
204,3,255.12,1,1,3,"113"
226,1,314.22,1,1,3,"113"
88,2,1010.6,1,1,5,"115"
190,2,542.03,1,1,4,"114"
44,4,990.88,3,1,4,"314"
72,3,536.68,2,1,4,"214"
41,5,867.31,3,2,4,"324"
79,1,432.2,2,1,3,"213"
57,2,414.2,3,1,3,"313"
25,2,3718.8,4,1,5,"415"
10,13,2607.87,5,3,5,"535"
9,7,3603.21,5,2,5,"525"
34,2,409.1,4,1,3,"413"
212,2,1522.75,1,1,5,"115"
24,3,1413.66,4,1,5,"415"
171,1,114.56,1,1,2,"112"
62,1,152.94,2,1,2,"212"
53,5,1800.07,3,2,5,"325"
262,2,389.44,1,1,3,"113"
67,2,3683.86,2,1,5,"215"
17,8,2619.91,5,2,5,"525"
267,1,752.43,1,1,4,"114"
177,1,46.95,1,1,1,"111"
46,5,5203.51,3,2,5,"325"
51,1,1035.45,3,1,5,"315"
18,4,746.83,5,1,4,"514"
10,9,5447.0,5,2,5,"525"
74,7,861.89,2,2,4,"224"
72,2,667.65,2,1,4,"214"
354,1,1141.24,1,1,5,"115"
3,5,1429.24,5,2,5,"525"
117,1,411.7,1,1,3,"113"
374,1,357.95,1,1,3,"113"
197,1,559.87,1,1,4,"114"
177,1,810.6,1,1,4,"114"
101,1,566.38,1,1,4,"114"
22,3,1509.58,4,1,5,"415"
73,1,2062.06,2,1,5,"215"
340,1,168.3,1,1,2,"112"
6,5,1570.81,5,2,5,"525"
32,2,823.97,4,1,4,"414"
170,1,142.5,1,1,2,"112"
122,1,302.25,1,1,3,"113"
22,10,2248.99,4,3,5,"435"
10,4,1328.55,5,1,5,"515"
269,1,301.9,1,1,3,"113"
23,3,598.2,4,1,4,"414"
127,1,233.22,1,1,2,"112"
26,3,5360.63,4,1,5,"415"
139,1,361.22,1,1,3,"113"
214,6,632.27,1,2,4,"124"
38,4,2560.0,4,1,5,"415"
107,2,706.57,1,1,4,"114"
18,2,616.26,5,1,4,"514"
4,2,274.15,5,1,3,"513"
331,1,226.37,1,1,2,"112"
65,8,2938.91,2,2,5,"225"
120,3,1341.65,1,1,5,"115"
36,1,328.15,4,1,3,"413"
218,1,404.4,1,1,3,"113"
173,2,1038.46,1,1,5,"115"
73,5,373.65,2,2,3,"223"
2,2,326.75,5,1,3,"513"
197,1,207.5,1,1,2,"112"
129,3,428.68,1,1,3,"113"
47,3,594.24,3,1,4,"314"
6,14,3110.96,5,3,5,"535"
15,6,3844.22,5,2,5,"525"
18,3,251.91,5,1,3,"513"
29,7,1593.2,4,2,5,"425"
8,22,26626.8,5,5,5,"555"
37,1,151.05,4,1,2,"412"
158,1,214.8,1,1,2,"112"
285,1,109.95,1,1,2,"112"
108,1,549.07,1,1,4,"114"
25,4,1971.87,4,1,5,"415"
76,4,322.41,2,1,3,"213"
17,2,370.48,5,1,3,"513"
159,1,101.1,1,1,2,"112"
45,1,575.41,3,1,4,"314"
12,2,887.65,5,1,4,"514"
33,7,1469.45,4,2,5,"425"
291,1,53.5,1,1,1,"111"
22,4,1116.47,4,1,5,"415"
333,1,153.9,1,1,2,"112"
18,2,494.44,5,1,3,"513"
4,23,6675.71,5,5,5,"555"
64,2,395.8,2,1,3,"213"
198,3,211.77,1,1,2,"112"
34,3,658.88,4,1,4,"414"
2,4,2027.5,5,1,5,"515"
8,9,1750.92,5,2,5,"525"
5,6,3512.53,5,2,5,"525"
10,4,896.66,5,1,4,"514"
33,5,734.77,4,2,4,"424"
54,1,109.36,3,1,2,"312"
12,2,707.04,5,1,4,"514"
18,9,1540.42,5,2,5,"525"
19,1,327.3,5,1,3,"513"
38,2,804.49,4,1,4,"414"
3,2,497.43,5,1,3,"513"
19,3,1553.66,5,1,5,"515"
83,4,1320.56,1,1,5,"115"
34,2,367.93,4,1,3,"413"
67,2,473.03,2,1,3,"213"
9,2,987.01,5,1,4,"514"
268,1,676.2,1,1,4,"114"
248,3,362.95,1,1,3,"113"
5,4,2157.4,5,1,5,"515"
62,1,1780.59,2,1,5,"215"
75,2,668.36,2,1,4,"214"
90,2,584.5,1,1,4,"114"
61,3,555.89,2,1,4,"214"
29,2,317.2,4,1,3,"413"
323,1,94.36,1,1,1,"111"
54,4,1382.07,3,1,5,"315"
270,1,221.19,1,1,2,"112"
3,13,3046.21,5,3,5,"535"
57,5,1555.34,3,2,5,"325"
61,5,1486.9,2,2,5,"225"
155,2,1705.8,1,1,5,"115"
20,2,408.57,5,1,3,"513"
95,1,303.93,1,1,3,"113"
2,12,4098.32,5,3,5,"535"
265,2,299.6,1,1,3,"113"
313,1,177.5,1,1,2,"112"
71,1,443.05,2,1,3,"213"
303,2,167.25,1,1,2,"112"
19,1,163.07,5,1,2,"512"
13,10,2126.93,5,3,5,"535"
37,5,2028.88,4,2,5,"425"
20,2,214.65,5,1,2,"512"
54,1,151.83,3,1,2,"312"
57,1,262.2,3,1,3,"313"
22,2,126.25,4,1,2,"412"
45,1,210.35,3,1,2,"312"
27,3,1051.4,4,1,5,"415"
45,3,675.27,3,1,4,"314"
113,6,972.23,1,2,4,"124"
18,51,34684.4,5,5,5,"555"
25,1,346.12,4,1,3,"413"
192,1,133.56,1,1,2,"112"
303,1,302.7,1,1,3,"113"
3,10,1908.25,5,3,5,"535"
264,2,241.06,1,1,2,"112"
107,1,284.55,1,1,3,"113"
58,1,300.85,3,1,3,"313"
214,3,642.81,1,1,4,"114"
65,1,287.4,2,1,3,"213"
29,1,184.26,4,1,2,"412"
30,7,1522.25,4,2,5,"425"
6,5,798.35,5,2,4,"524"
8,5,3640.67,5,2,5,"525"
68,2,381.2,2,1,3,"213"
2,3,616.79,5,1,4,"514"
47,4,654.67,3,1,4,"314"
34,1,230.51,4,1,2,"412"
1,2,168472.5,5,1,5,"515"
136,1,259.01,1,1,3,"113"
199,1,188.89,1,1,2,"112"
198,2,707.69,1,1,4,"114"
150,1,311.92,1,1,3,"113"
88,1,266.97,1,1,3,"113"
45,2,6.9,3,1,1,"311"
64,7,1841.18,2,2,5,"225"
100,5,2158.37,1,2,5,"125"
219,1,208.36,1,1,2,"112"
3,18,3482.74,5,4,5,"545"
29,3,814.72,4,1,4,"414"
178,1,151.42,1,1,2,"112"
74,3,136.0,2,1,2,"212"
22,4,1422.4,4,1,5,"415"
20,3,1314.68,5,1,5,"515"
34,7,1603.46,4,2,5,"425"
75,1,74.9,2,1,1,"211"
24,4,650.43,4,1,4,"414"
52,4,762.39,3,1,4,"314"
275,1,223.95,1,1,2,"112"
165,3,316.11,1,1,3,"113"
